,_url,birth_year,height,avg_pos,num_races
2666,ward-vanhoof,1999,186.0,100.24719101123596,356
2667,phillip-gaimon,1986,185.0,28.96470588235294,85
2669,guillaume-boivin,1989,182.0,104.7731343283582,335
2670,daniel-summerhill,1989,185.0,98.22738386308068,409
2671,pier-andre-cote,1997,181.0,43.89396709323583,547
2673,julio-alberto-perez-cuapio,1977,171.0,45.33561643835616,292
2674,robin-carpenter,1992,178.0,45.28426395939086,197
2675,kyle-murphy,1991,185.0,93.38493723849372,239
2676,danny-pate,1979,185.0,65.41358024691358,162
2677,jack-burke,1995,180.0,56.15511551155115,303
2678,matthew-riccitello,2002,172.0,93.25438596491227,114
2680,chris-horner,1971,180.0,77.6890243902439,328
2681,alex-howes,1988,180.0,75.61507936507937,252
2682,gregory-daniel,1994,178.0,50.15217391304348,46
2683,jose-adrian-bonilla,1978,178.0,52.54464285714285,112
2684,kevin-livingston,1973,183.0,94.05555555555556,72
2685,chris-butler,1988,180.0,28.285714285714285,14
2687,ryan-anderson,1987,175.0,71.67375886524823,141
2688,craig-lewis,1985,178.0,33.63636363636363,77
2689,steven-cozza,1985,180.0,118.58928571428572,56
2690,chris-jones,1979,180.0,121.96875,32
2691,laurent-gervais,1997,180.0,90.34924623115576,398
2692,alexander-cataford,1993,183.0,98.29813664596271,483
2693,peter-stetina,1987,180.0,71.33333333333333,441
2694,tejay-van-garderen,1988,186.0,76.27027027027027,296
2695,sean-bennett,1996,178.0,70.61290322580645,155
2696,brent-bookwalter,1984,180.0,71.66315789473684,285
2698,michael-barry,1975,189.0,62.177700348432055,287
2699,matthew-busche,1985,174.0,44.47048300536672,559
2700,adam-de-vos,1993,187.0,68.5925925925926,405
2701,sean-quinn,2000,187.0,89.79425837320574,418
2702,guido-trenti,1972,180.0,85.83561643835617,146
2703,fred-rodriguez,1973,178.0,72.66451612903226,155
2704,brian-walton,1965,177.0,59.20512820512821,39
2705,francois-parisien,1982,171.0,37.91666666666666,300
2706,kirk-carlsen,1987,183.0,54.00763358778626,262
2707,brandon-mcnulty,1998,183.0,63.333333333333336,84
2708,luke-lamperti,2002,180.0,61.234042553191486,47
2710,alexey-vermeulen,1994,178.0,87.45736434108527,129
2711,david-veilleux,1987,180.0,72.36363636363636,55
2712,nathan-brown,1991,183.0,95.13589743589743,390
2713,anton-villatoro,1970,179.0,73.61060329067642,547
2714,christian-vande-velde,1976,180.0,74.1590909090909,88
2715,william-chann-mcrae,1971,175.0,89.61813186813187,364
2716,charlesetienne-chretien,1999,177.0,97.62992125984252,127
2718,hugo-houle,1990,183.0,69.38,50
2719,andrey-amador,1986,180.0,90.34146341463416,82
2720,lawrence-warbasse,1990,183.0,44.66666666666666,54
2721,william-barta,1996,180.0,29.10576923076923,104
2722,gordon-fraser,1968,175.0,59.77639751552795,483
2723,sergey-lagutin,1981,181.0,56.80988593155894,263
2724,kiel-reijnen,1986,180.0,102.05084745762711,177
2725,benjamin-king-1,1989,183.0,98.29813664596271,483
2726,david-boily,1990,180.0,100.72527472527472,182
2727,antonio-cruz-1,1971,176.0,31.34423076923077,520
2729,david-zabriskie,1979,183.0,92.06976744186046,387
2730,jacob-rathe,1991,185.0,113.55096418732782,363
2731,chris-barton,1988,188.0,94.01272264631044,393
2732,rob-britton,1984,188.0,93.2,20
2733,ramon-carretero,1990,176.0,90.41489361702128,94
2734,dominique-rollin,1982,188.0,87.35969868173258,531
2735,david-clinger,1977,183.0,62.36029411764706,272
2736,tyler-hamilton,1971,172.0,65.38475836431226,538
2737,quinn-simmons,2001,185.0,67.61989342806395,563
2739,jason-mccartney,1973,183.0,71.70673076923077,416
2740,gianni-vignaduzzi,1966,177.0,69.14798206278027,223
2741,michael-woods,1986,175.0,71.30747126436782,348
2742,sepp-kuss,1994,182.0,70.80911680911682,351
2743,moises-aldape,1981,175.0,63.85416666666666,672
2745,benjamin-perry,1994,181.0,87.83333333333333,66
2746,lance-armstrong,1971,178.0,73.72932330827068,266
2747,andrew-vollmer,2000,183.0,89.79425837320574,418
2748,logan-owen,1995,178.0,92.03846153846152,130
2750,will-routley,1983,185.0,84.12720848056537,283
2751,tom-peterson,1986,180.0,117.95970695970696,273
2752,matteo-jorgenson,1999,190.0,55.09345794392523,321
2753,marty-jemison,1965,180.0,85.55357142857143,112
2755,gage-hecht,1998,180.0,92.2394366197183,213
2756,jonathan-patrick-mccarty,1982,178.0,40.72394366197183,710
2757,magnus-sheffield,2002,183.0,74.52785923753666,341
2760,bjorn-selander,1988,180.0,74.97068403908794,307
2761,nigel-ellsay,1994,183.0,88.07418397626112,337
2762,keegan-swirbul,1995,188.0,45.51977401129943,177
2763,tyler-farrar,1984,183.0,28.933333333333334,435
2765,jeff-louder,1977,183.0,66.11538461538461,78
2766,andrew-talansky,1988,175.0,76.20879120879121,91
2767,bradley-white,1982,180.0,86.05263157894737,19
2768,edward-king,1983,189.0,85.23913043478261,46
2769,tyler-williams,1994,180.0,87.8733850129199,387
2770,keegan-swenson,1994,178.0,83.78776978417267,278
2771,derek-gee,1997,189.0,71.28,25
2774,diego-milan,1985,180.0,65.94299674267101,614
2778,floyd-landis,1975,178.0,38.9954954954955,444
2779,john-murphy,1984,185.0,103.03960396039604,101
2780,abner-gonzalez-rivera,2000,174.0,71.94818652849742,386
2781,chad-beyer,1986,178.0,95.32894736842104,76
2782,keven-lacombe,1985,188.0,52.42830882352941,544
2784,lawson-craddock,1992,178.0,47.47709320695103,633
2785,kevin-vermaerke,2000,181.0,84.19915254237289,236
2786,graeme-brown,1979,180.0,27.52777777777778,144
2787,dylan-sunderland,1996,180.0,40.54022988505747,87
2789,michael-matthews,1990,178.0,42.43396226415094,106
2790,jay-sweet,1975,175.0,43.69107551487414,437
2791,dion-smith,1993,179.0,83.13461538461539,104
2792,laurence-pithie,2002,185.0,50.85054347826087,368
2793,baden-cooke,1978,180.0,64.33969465648855,262
2794,james-whelan,1996,185.0,57.40501043841336,479
2795,nathan-earle,1988,180.0,70.57281553398059,515
2796,mathew-hayman,1978,190.0,63.654296875,512
2797,matthew-white,1974,181.0,64.1219512195122,451
2799,sam-bewley,1987,191.0,47.42627345844504,373
2800,adam-phelan,1991,182.0,56.526315789473685,133
2801,jesse-sergent,1988,189.0,73.4973544973545,189
2802,jarrad-drizners,1999,186.0,95.52459016393442,305
2803,chris-sutton,1984,176.0,76.53488372093024,86
2804,bradley-mcgee,1976,182.0,63.90243902439025,41
2806,alexander-edmondson,1993,183.0,75.39413680781759,307
2807,jay-vine,1995,184.0,49.241975308641976,405
2808,mark-renshaw,1982,179.0,82.36496350364963,137
2809,allan-davis,1980,172.0,83.65848670756647,489
2810,lucas-hamilton,1996,184.0,79.92090395480226,177
2811,campbell-stewart,1998,180.0,83.89242053789731,409
2813,steve-swart,1965,178.0,64.24193548387096,62
2814,adam-hansen,1981,185.0,42.07538802660754,451
2815,rory-sutherland,1982,188.0,82.36496350364963,137
2817,hilton-clarke,1979,180.0,65.94299674267101,614
2819,michael-rogers,1979,185.0,40.638888888888886,36
2820,aaron-gate,1990,181.0,66.15849056603774,530
2821,chris-harper,1994,185.0,77.39189189189189,74
2823,damien-howson,1992,188.0,98.836,250
2824,hayden-roulston,1981,186.0,81.5042372881356,472
2826,gene-michael-bates,1981,169.0,91.94214876033058,121
2827,michael-hepburn,1991,186.0,39.1986301369863,292
2829,henk-vogels,1973,183.0,69.65104166666667,192
2830,michael-vink,1991,190.0,77.15384615384616,52
2831,cameron-scott,1998,183.0,50.45177664974619,394
2832,timothy-roe,1989,183.0,58.26341463414634,205
2833,brendan-canty,1992,170.0,47.87943262411348,282
2834,alexander-evans,1997,184.0,74.40094339622641,212
2835,cameron-meyer,1988,181.0,108.73262032085562,374
2837,matthew-wilson,1977,186.0,61.04208754208754,594
2839,patrick-bevin,1991,180.0,36.55882352941177,272
2840,callum-scotson,1996,183.0,52.37426900584796,171
2841,nick-schultz,1994,180.0,46.151462994836486,581
2842,robbie-mcewen,1972,171.0,61.98015873015873,504
2843,rohan-dennis,1990,182.0,75.00729927007299,137
2845,leigh-howard,1989,179.0,75.875,16
2846,timothy-gudsell,1984,187.0,59.41935483870968,31
2848,brenton-jones,1991,182.0,47.62086513994911,393
2850,michael-storer,1997,174.0,45.14548802946593,543
2851,sebastian-berwick,1999,175.0,88.06666666666666,45
2853,jai-hindley,1996,175.0,75.00729927007299,137
2854,scott-mcgrory,1969,185.0,52.37426900584796,171
2855,benjamin-dyball,1989,182.0,91.74617737003058,327
2856,lachlan-morton,1992,180.0,82.9041095890411,73
2857,stephen-hodge,1961,185.0,83.35915492957747,142
2858,samuel-gaze,1995,189.0,46.12738853503185,157
2859,jonathan-cantwell,1982,174.0,41.42857142857143,28
2861,christopher-williams,1981,181.0,45.37974683544304,79
2863,gregory-henderson,1976,187.0,95.78894472361809,199
2864,luke-plapp,2000,181.0,49.84126984126984,567
2865,mitchell-docker,1986,180.0,84.28571428571429,49
2867,benjamin-day,1978,178.0,93.24193548387096,124
2868,julian-dean,1975,178.0,76.53488372093024,86
2870,james-mitri,1999,178.0,52.61627906976744,430
2871,matthew-dinham,2000,175.0,72.42127659574469,235
2872,simon-clarke,1986,175.0,53.85945945945946,185
2873,robert-stannard,1998,179.0,76.75042735042734,585
2874,aaron-kemps,1983,181.0,98.70758122743682,277
2876,david-tanner,1984,184.0,94.85714285714286,7
2877,shane-archbold,1989,182.0,70.85040650406503,615
2878,steele-von-hoff,1987,180.0,119.23529411764706,34
2879,jensen-plowright,2000,177.0,93.30739299610894,257
2880,reuben-thompson,2001,183.0,80.2621359223301,103
2881,robert-power,1995,184.0,69.35272727272728,550
2883,cyrus-monk,1996,175.0,80.74468085106383,47
2884,heinrich-haussler,1984,181.0,85.83967391304348,368
2885,thomas-scully,1990,188.0,88.04054054054055,74
2887,luke-durbridge,1991,187.0,50.51592356687898,628
2888,jack-bauer,1985,191.0,99.14102564102564,78
2890,cadel-evans,1977,174.0,64.70984455958549,193
2891,christopher-jenner,1974,178.0,72.6842105263158,152
2892,jay-mccarthy,1992,174.0,115.97348484848484,264
2893,chris-hamilton,1995,178.0,108.31718061674007,227
2894,patrick-jonker,1969,184.0,79.40707964601769,339
2896,kaden-groves,1998,176.0,28.57547169811321,106
2899,marcel-gono,1976,182.0,57.23753665689149,341
2900,nathan-o-neill,1974,177.0,69.46969696969697,396
2903,matthew-goss,1986,178.0,103.0,8
2905,luke-roberts-1,1977,180.0,49.48022598870057,531
2906,connor-brown2,1998,187.0,80.44258373205741,418
2907,sam-welsford,1996,180.0,94.35416666666669,192
2908,wesley-sulzberger,1986,182.0,96.2405303030303,528
2909,stuart-o-grady,1973,176.0,98.28930817610065,159
2910,nick-gates,1972,183.0,112.86516853932584,89
2911,scott-sunderland,1966,179.0,47.96743295019157,522
2913,nathan-haas,1989,178.0,82.37190082644628,242
2914,lachlan-norris,1987,177.0,86.91460055096418,363
2915,richie-porte,1985,172.0,82.13395638629284,321
2916,matthew-lloyd,1983,171.0,109.89830508474576,118
2918,eduardo-sepulveda,1991,173.0,25.554744525547445,137
2919,jeffry-romero,1989,176.0,74.04347826086956,23
2922,yecid-sierra,1994,184.0,94.27722772277228,101
2923,marlon-alirio-perez-arango,1976,175.0,97.84918032786884,305
2924,victor-hugo-pena,1974,178.0,64.31566820276498,434
2925,orluis-aular,1996,176.0,88.07418397626112,337
2926,juan-felipe-osorio,1995,180.0,24.9937106918239,159
2927,fabricio-ferrari,1985,177.0,41.1140350877193,114
2928,daniel-munoz,1996,174.0,35.06130268199234,261
2930,edward-beltran,1990,173.0,67.66666666666667,330
2931,alejandro-alberto-borrajo,1980,180.0,60.7962962962963,54
2934,luis-felipe-laverde-jimenez,1979,169.0,64.50434782608696,230
2936,dayer-quintana-rojas,1992,167.0,80.05172413793103,116
2937,wanderley-magalhaes,1966,173.0,50.31481481481482,108
2941,cayetano-jose-sarmiento,1987,168.0,69.09565217391304,115
2943,rodolfo-andres-torres,1987,169.0,85.54166666666667,432
2948,juan-mauricio-soler-hernandez,1983,190.0,63.83935742971887,249
2950,egan-bernal,1997,175.0,61.20612813370474,359
2952,harold-tejada,1997,180.0,99.6482617586912,489
2953,fernando-gaviria,1994,181.0,104.24825174825176,286
2954,gonzalo-garrido,1973,174.0,93.37373737373736,99
2957,luciano-andre-pagliarini-mendonca,1978,174.0,34.714285714285715,189
2960,marcio-may,1972,179.0,81.38781163434903,361
2962,omar-pumar,1970,175.0,91.23809523809524,21
2964,sergio-luis-henao,1987,170.0,45.22560975609756,164
2966,sebastian-henao,1993,171.0,80.42348008385744,477
2967,andres-camilo-ardila,1999,170.0,70.38709677419355,434
2969,wilmar-paredes,1996,179.0,57.142857142857146,7
2970,carlos-jose-ochoa,1980,180.0,95.25,4
2971,alvaro-mejia,1967,178.0,41.75862068965517,29
2972,hernando-bohorquez,1992,178.0,47.6825,400
2974,nelson-soto,1994,178.0,41.55274261603376,237
2975,edward-fabian-diaz,1994,173.0,46.08403361344538,119
2976,ivan-ramiro-parra,1975,174.0,95.02912621359224,103
2978,lucas-sebastian-haedo,1983,173.0,58.31506849315068,73
2980,janier-alexis-acevedo,1985,175.0,68.36906854130052,569
2981,daniel-alejandro-mendez-norena,2000,171.0,68.71612903225807,155
2982,jhonatan-restrepo,1994,178.0,77.88739946380697,373
2983,rodrigo-contreras,1994,180.0,76.49350649350649,77
2984,juan-esteban-arango,1986,172.0,58.92899408284024,338
2986,santiago-buitrago-sanchez,1999,174.0,72.0138067061144,507
2987,murilo-ferraz-affonso,1991,175.0,79.996632996633,297
2989,diego-andres-camargo,1998,176.0,104.18072289156626,166
2990,carlos-oyarzun,1981,184.0,110.63313609467455,169
2995,brandon-alejandro-rojas-vega,2002,178.0,96.13333333333334,75
2996,libardo-nino-corredor,1968,182.0,66.52664576802508,319
2997,rigoberto-uran,1987,173.0,86.95522388059702,201
2999,daniel-alexander-jaramillo-diez,1991,175.0,45.11802575107296,466
3000,nicolas-sessler,1994,169.0,82.45228215767635,241
3001,martin-garrido-mayorga,1974,178.0,74.46402877697842,556
3002,fernando-orjuela,1991,168.0,71.59392789373814,527
3005,juan-diego-alba,1997,173.0,72.00877192982456,228
3007,jose-rodolfo-serpa,1979,178.0,100.47107438016528,121
3009,carlos-quintero,1986,178.0,102.4431818181818,88
3010,alejandro-osorio-carbajal,1998,181.0,97.84918032786884,305
3013,juan-pablo-valencia,1988,178.0,113.14814814814817,27
3015,dalivier-ospina,1985,173.0,72.45,160
3017,winner-anacona,1988,179.0,46.85141509433962,424
3018,jonathan-paredes,1989,175.0,67.38650306748467,163
3019,cristian-munoz,1996,180.0,59.9,10
3021,miguel-angel-rubiano,1984,170.0,39.02941176470589,102
3022,bernardo-suaza,1992,174.0,47.47709320695103,633
3023,rafael-andriato,1987,177.0,52.49240121580547,329
3024,juan-jose-haedo,1981,180.0,69.13091922005572,359
3027,juan-sebastian-molano,1994,180.0,80.44258373205741,418
3028,miguel-eduardo-florez,1996,174.0,81.43897637795276,508
3029,yonathan-monsalve,1989,176.0,82.21690590111643,627
3030,pedro-autran-dourado-dutra-nicacio,1981,188.0,95.66666666666669,48
3031,german-nicolas-tivani-perez,1995,176.0,59.03661971830986,355
3032,brayan-stiven-ramirez-chacon,1992,178.0,94.42307692307692,260
3036,aldemar-reyes-ortega,1995,170.0,70.1598272138229,463
3038,jackson-rodriguez,1985,170.0,96.0253456221198,434
