,_url,birth_year,height,avg_pos,num_races
1338,jose-manuel-vazquez,1975,178.0,54.51846590909091,704
1340,oleksandr-fedenko,1970,180.0,63.66019417475728,412
1341,carlo-westphal,1985,181.0,52.55357142857143,56
1342,enrico-battaglin,1989,175.0,39.48484848484848,231
1344,kevin-neirynck-1,1982,183.0,32.59504132231405,121
1346,daniel-schorn,1988,183.0,64.53289473684211,152
1348,david-navas,1974,182.0,35.31683168316832,101
1352,carlos-salgueiro,1999,183.0,41.43150684931507,146
1353,julien-fouchard,1986,187.0,55.19191919191919,594
1354,david-lopez,1981,179.0,60.40753424657535,292
1355,cesar-martingil,1995,172.0,48.58928571428572,56
1356,lars-van-der-haar,1991,169.0,36.4940119760479,334
1357,steven-lammertink,1993,176.0,72.48571428571428,105
1358,daniel-moreno,1981,173.0,41.4367816091954,87
1359,felix-manuel-garcia-casas,1968,177.0,64.1219512195122,451
1360,karel-hnik,1991,173.0,70.38709677419355,434
1361,bartosz-huzarski,1980,183.0,107.70370370370372,27
1362,oleg-berdos,1987,175.0,76.5,44
1363,rui-oliveira,1996,183.0,54.73712737127372,369
1364,louis-vervaeke,1993,181.0,39.46534653465346,101
1367,roger-adria,1998,179.0,58.0990990990991,333
1368,matej-mohoric,1994,186.0,60.79365079365079,315
1369,viatcheslav-djavanian,1969,176.0,64.18300653594771,153
1370,frederik-willems,1979,182.0,50.85054347826087,368
1372,inigo-cuesta,1969,176.0,67.29152542372881,295
1374,david-delrieu,1971,173.0,59.11702127659574,188
1375,michal-kwiatkowski,1990,176.0,96.13414634146342,82
1376,siarhei-papok,1988,177.0,72.52695652173914,575
1377,alvaro-trueba,1993,181.0,82.87254901960785,102
1378,hector-saez,1993,185.0,75.67846607669617,339
1380,joao-da-silva-correia,1975,174.0,74.46402877697842,556
1381,erik-fetter,2000,188.0,83.38333333333334,120
1382,angel-luis-casero,1972,184.0,68.83286908077994,359
1384,florian-maitre,1996,180.0,96.36879432624112,141
1386,evgeny-sokolov,1984,180.0,65.92307692307692,104
1387,johan-le-bon,1990,180.0,81.09693053311793,619
1388,cedric-pineau,1985,177.0,78.48484848484848,198
1389,linus-gerdemann,1982,183.0,69.09565217391304,115
1390,alexandre-naulleau,1981,182.0,71.30864197530865,81
1391,gilles-de-wilde,1999,183.0,74.41803278688525,122
1392,gregory-rast,1980,186.0,99.64655172413794,116
1393,sylvain-chavanel,1979,181.0,88.45794392523365,214
1395,pirmin-lang,1984,183.0,61.32867132867133,143
1396,dariusz-baranowski,1972,183.0,68.52959501557632,642
1397,cian-uijtdebroeks,2003,185.0,85.15172413793104,290
1398,filippo-colombo1,1997,184.0,100.6029411764706,68
1399,laurent-pichon,1986,178.0,85.54166666666667,432
1401,benoit-jarrier,1989,179.0,52.95163806552262,641
1403,andy-cappelle,1979,182.0,95.6858407079646,226
1404,luca-wackermann,1992,188.0,96.64516129032258,31
1408,benjamin-declercq,1994,182.0,79.62857142857143,35
1409,torsten-schmidt,1972,179.0,89.50200803212851,249
1410,mauro-gerosa,1974,181.0,80.44258373205741,418
1411,sebastien-rosseler,1981,182.0,87.4888888888889,45
1413,louis-verhelst,1990,182.0,83.35915492957747,142
1414,jens-keukeleire,1988,185.0,94.08928571428572,56
1415,cyril-barthe,1996,184.0,79.97151898734177,316
1416,ricardo-alejandro-zurita,2000,170.0,79.8313953488372,344
1417,reinier-honig,1983,176.0,103.26073619631902,326
1418,josef-cerny,1993,188.0,76.25,32
1419,luis-perez-rodriguez,1974,180.0,94.1156462585034,147
1420,franco-pellizotti,1978,175.0,105.36129032258064,155
1421,goncalo-amorim,1972,177.0,98.5,30
1422,venceslau-fernandes,1996,181.0,88.51612903225806,31
1423,nico-sijmens,1978,175.0,95.27472527472528,91
1425,loic-vliegen,1993,184.0,82.9041095890411,73
1426,oliver-rees,2001,184.0,97.775,40
1428,paul-lapeira,2000,176.0,41.4054054054054,37
1429,simone-petilli,1993,178.0,48.53488372093023,215
1430,gilles-bouvard,1969,180.0,61.71134020618557,97
1431,matthew-brammeier,1985,181.0,52.910614525139664,179
1432,nicolas-prodhomme,1997,174.0,47.0184331797235,217
1433,silvan-dillier,1990,183.0,44.13953488372093,344
1434,tao-geoghegan-hart,1995,183.0,42.37837837837838,74
1435,eduard-vorganov,1982,177.0,68.79032258064517,62
1436,david-derepas,1978,180.0,44.53164556962025,158
1437,jose-antonio-de-segovia,1982,187.0,50.8,40
1438,sergio-samitier,1995,181.0,53.60869565217392,46
1439,kevin-deltombe,1994,178.0,56.36206896551724,116
1441,steven-van-vooren,1986,179.0,50.735849056603776,318
1442,john-tanner,1968,178.0,44.64739884393064,173
1443,francisco-javier-iriarte-garro,1986,180.0,46.12738853503185,157
1445,alberto-elli,1964,182.0,45.37974683544304,79
1446,carlo-scognamiglio,1983,179.0,47.642857142857146,14
1447,jonas-ahlstrand,1990,177.0,58.13636363636363,22
1449,iker-flores-galarza,1976,186.0,54.66666666666666,9
1450,david-lefevre,1972,175.0,68.62926829268292,205
1451,michel-kreder,1987,180.0,49.3,10
1452,unai-uribarri,1984,177.0,67.53488372093024,43
1453,marco-mathis,1994,186.0,40.93617021276596,141
1454,jeroen-meijers,1993,181.0,49.4,10
1456,anthony-geslin,1980,180.0,44.75,28
1458,elias-maris,1999,178.0,52.77777777777778,9
1459,antoine-debons,1998,180.0,47.56923076923077,65
1460,tom-van-asbroeck,1990,182.0,100.47368421052632,19
1461,gianluca-brambilla,1987,170.0,56.80701754385965,57
1462,simon-guglielmi,1997,180.0,104.9278350515464,97
1464,edward-ravasi,1994,181.0,84.10505836575875,257
1465,thierry-marichal,1973,179.0,54.760757314974185,581
1468,martin-mortensen,1984,180.0,78.61111111111111,450
1469,sven-renders,1981,176.0,97.24358974358974,156
1470,kaspars-ozers,1968,185.0,87.56395348837209,172
1472,rui-vinhas,1986,171.0,69.61919504643963,323
1473,fabio-taborre,1985,178.0,60.691489361702125,564
1474,iuri-filosi,1992,184.0,37.65476190476191,168
1475,xavier-jan,1970,174.0,77.40287769784173,139
1476,thomas-boudat,1994,175.0,45.76923076923077,182
1477,dave-bruylandts,1976,178.0,54.69283276450512,293
1479,marc-wauters,1969,185.0,54.08453608247423,485
1482,mirko-gualdi,1968,172.0,80.75438596491227,513
1483,stefan-bissegger,1998,181.0,68.86428571428571,140
1484,richard-groenendaal,1971,176.0,83.24223602484471,161
1485,jasper-philipsen,1998,176.0,72.8121546961326,181
1486,joan-horrach,1974,179.0,107.79285714285714,140
1488,liam-slock,2000,188.0,65.41358024691358,162
1489,kristian-sbaragli,1990,175.0,74.97053726169844,577
1490,christoph-pfingsten,1987,179.0,70.57281553398059,515
1491,maarten-wynants,1982,190.0,66.33823529411765,340
1493,jake-stewart,1999,179.0,72.00877192982456,228
1495,fabrice-jeandesboz,1984,179.0,109.46496815286623,157
1497,sven-montgomery,1976,178.0,42.07538802660754,451
1500,massimiliano-lelli,1967,175.0,36.4940119760479,334
1501,charles-wegelius,1978,180.0,80.16616314199396,331
1502,valentin-ferron,1998,174.0,49.241975308641976,405
1504,tim-declercq,1989,190.0,36.95488721804512,266
1505,cedric-coutouly,1980,184.0,46.87958115183246,191
1507,valerio-agnoli,1985,178.0,43.79127725856698,642
1508,janez-brajkovic,1983,175.0,57.478193146417446,642
1510,sean-de-bie,1991,173.0,42.59154929577465,568
1511,andrea-palini,1989,175.0,81.09693053311793,619
1512,benjamin-verraes,1987,183.0,57.36772983114447,533
1513,aitor-garmendia,1968,175.0,73.73885350318471,314
1514,marco-pantani,1970,172.0,75.48283261802575,466
1515,mariusz-witecki,1981,184.0,52.49240121580547,329
1516,etienne-van-empel,1994,186.0,65.94299674267101,614
1517,mathijs-paasschens,1996,188.0,87.28063241106719,253
1518,didier-rous,1970,182.0,53.56040268456376,298
1520,robert-vrecer,1980,182.0,107.85321100917432,109
1521,carlos-barredo,1981,177.0,51.68589743589744,312
1523,oscar-gatto,1985,174.0,71.76136363636364,88
1524,timothy-dupont,1987,179.0,73.55434782608695,92
1526,geraint-thomas,1986,183.0,45.16504854368932,103
1527,rafael-reis,1992,189.0,87.2012987012987,154
1528,remy-mertz,1995,175.0,64.1219512195122,451
1529,pier-paolo-de-negri,1986,170.0,56.15511551155115,303
1530,mitja-mahoric,1976,184.0,75.40268456375838,149
1532,silvio-martinello,1963,179.0,45.190298507462686,268
1533,simone-andreetta,1993,183.0,76.90680100755668,397
1534,david-dekker,1998,190.0,95.04676258992804,278
1535,serhiy-ushakov,1968,179.0,87.671875,128
1537,gorik-gardeyn,1980,182.0,83.58655462184873,595
1539,luca-dodi,1987,180.0,89.7153024911032,281
1541,enrico-cassani,1972,175.0,94.90641711229948,374
1542,imanol-erviti,1983,190.0,96.24904214559388,261
1543,luca-celli,1979,187.0,65.87191358024691,648
1544,matteo-tosatto,1974,181.0,114.18407960199004,201
1545,tobias-bayer,1999,187.0,92.16793893129773,131
1546,yann-huguet,1984,177.0,79.6592039800995,402
1548,nans-peters,1994,177.0,58.306163021868784,503
1550,laurent-brochard,1968,180.0,58.075848303393215,501
1555,antonio-puppio,1999,186.0,45.81389578163772,403
1556,filippo-fortin,1989,183.0,61.03584905660377,530
1557,bryan-nauleau,1988,181.0,95.86238532110092,218
1558,jorge-cubero,1992,181.0,77.4,700
1559,steve-de-wolf,1975,183.0,65.8740157480315,635
1562,nikolay-cherkasov,1996,182.0,70.15044247787611,113
1564,remi-pauriol,1982,181.0,89.18498168498168,546
1566,adam-toupalik,1996,175.0,88.04054054054055,74
1568,federico-canuti,1985,182.0,77.1010752688172,465
1569,kilian-frankiny,1994,179.0,70.01860465116279,645
1570,giovanni-aleotti,1999,180.0,112.32530120481928,166
1571,david-gonzalez-lopez,1996,180.0,48.24705882352941,595
1572,fabrice-piemontesi,1983,171.0,76.46786632390746,389
1573,benat-albizuri-aransolo,1981,173.0,94.99680511182108,313
1574,michael-kukrle,1994,185.0,84.79563492063492,504
1575,francesco-gavazzi,1984,171.0,96.03428571428572,175
1577,pieter-jacobs,1986,182.0,92.02631578947368,304
1579,claudio-imhof,1990,191.0,92.90151515151516,264
1580,emanuel-buchmann,1992,180.0,88.3006993006993,143
1581,mathias-le-turnier,1995,180.0,113.96899224806202,129
1582,alessandro-de-marchi,1986,181.0,111.88888888888889,45
1584,andreas-kron,1998,177.0,92.80388349514564,515
1586,volodymyr-bileka,1979,170.0,98.225,160
1587,aaron-verwilst,1997,181.0,75.46478873239437,71
1589,lluis-guillermo-mas,1989,181.0,73.72321428571429,224
1592,manuel-vazquez-hueso,1981,170.0,93.85714285714286,147
1593,vitor-gamito,1970,183.0,76.47037037037038,270
1594,tom-steels,1971,179.0,96.4,110
1597,adrian-honkisz,1988,176.0,111.34437086092716,151
1598,maurits-lammertink,1990,169.0,99.64044943820224,89
1599,robert-retschke,1980,180.0,91.02808988764043,178
1601,simone-bevilacqua,1997,181.0,81.08148148148148,270
1604,dionisio-galparsoro,1978,178.0,73.67857142857143,28
1605,adam-blythe,1989,175.0,47.42627345844504,373
1607,adriano-malori,1988,182.0,104.73,100
1608,andrzej-sypytkowski,1963,182.0,59.565843621399175,486
1609,david-oloughlin,1978,180.0,115.57142857142856,21
1611,lukasz-bodnar,1982,176.0,52.56521739130435,23
1612,vladimir-duma,1972,174.0,61.03584905660377,530
1613,maurice-ballerstedt,2001,185.0,73.98251748251748,286
1617,owain-doull,1993,181.0,68.5925925925926,405
1618,pierre-latour,1993,181.0,108.73262032085562,374
1619,danilo-hondo,1974,184.0,52.54362416107382,447
1621,nikita-novikov,1989,187.0,79.73710073710073,407
1622,davide-martinelli,1993,186.0,81.50380228136882,526
1623,francisco-guerreiro,2000,182.0,94.45833333333331,48
1624,olivier-bonnaire,1983,178.0,50.423772609819125,387
1625,mauro-da-dalto,1981,181.0,65.83864541832669,502
1626,bastien-tronchon,2002,185.0,48.34842519685039,508
1627,dmitri-konychev,1966,186.0,70.168458781362,279
1628,bram-de-groot,1974,173.0,90.18857142857142,175
1629,tuur-dens,2000,184.0,81.35864978902954,237
1631,anthony-delaplace,1989,181.0,87.34539473684211,304
1632,angelo-tulik,1990,176.0,47.87943262411348,282
1633,stan-van-tricht,1999,174.0,89.79425837320574,418
1634,andris-nauduzs,1975,183.0,96.74225122349102,613
1636,thimo-willems,1996,175.0,100.46412556053812,446
1637,julian-alaphilippe,1992,173.0,77.28593996840442,633
1638,artur-ershov,1990,185.0,79.56573705179282,251
1639,attila-valter,1998,185.0,82.65333333333334,225
1640,daniel-schnider,1973,180.0,68.66739606126914,457
1641,jens-voigt,1971,190.0,58.80709534368071,451
1642,oleg-pankov,1967,175.0,91.94202898550724,69
1644,axel-zingle,1998,173.0,87.8733850129199,387
1645,ben-hermans,1986,186.0,85.16287878787878,264
1646,torjus-sleen,1997,170.0,95.54545454545456,308
1649,marco-magnani,1974,177.0,94.12926391382406,557
1650,fabien-sanchez,1983,188.0,96.0878661087866,239
1651,jonas-iversby-hvideberg,1999,185.0,44.47048300536672,559
1652,milan-kadlec,1974,179.0,91.52054794520548,146
1653,nico-denz,1994,183.0,100.72527472527472,182
1654,dimitri-claeys,1987,191.0,64.94082840236686,507
1655,wladimir-belli,1970,173.0,90.77319587628864,97
1656,salvatore-puccio,1989,182.0,65.71018276762402,383
1657,stephane-krafft,1979,181.0,69.11074918566776,307
1659,javier-romo,1999,184.0,53.56102362204725,508
1660,eduard-prades,1987,178.0,68.50835322195704,419
1661,arthur-vichot,1988,184.0,66.72872340425532,188
1662,matthieu-sprick,1981,190.0,81.66079295154185,227
1664,pablo-urtasun,1980,176.0,76.27027027027027,296
1665,marcel-kittel,1988,188.0,40.95379537953795,303
1666,andrea-garosio,1993,175.0,34.58291457286432,199
1667,martin-elmiger,1978,182.0,40.82404692082111,341
1668,serge-baguet,1969,177.0,39.48484848484848,231
1669,jaime-castrillo,1996,186.0,47.62086513994911,393
1670,laurent-paumier,1973,168.0,74.97068403908794,307
1671,mihkel-raim,1993,176.0,73.72932330827068,266
1672,tim-naberman,1999,187.0,70.1598272138229,463
1673,lorrenzo-manzin,1994,175.0,65.83864541832669,502
1674,ruben-fernandez,1991,177.0,89.7153024911032,281
1675,christophe-bassons,1974,186.0,68.06198347107438,484
1676,bob-jungels,1992,189.0,90.92342342342344,222
1677,martin-earley,1962,173.0,59.03661971830986,355
1678,enrique-mata-cabello,1985,183.0,80.45609065155807,353
1679,paul-ourselin,1994,185.0,81.02173913043478,46
1680,julen-amezqueta,1993,174.0,72.14102564102564,78
1681,sergey-kolesnikov,1986,179.0,70.52941176470588,17
1682,claudio-cucinotta,1982,177.0,69.35,380
1684,blazej-janiaczyk,1983,177.0,73.6282722513089,191
1685,alexandr-kolobnev,1981,174.0,63.79861111111112,144
1686,jonas-van-genechten,1986,176.0,72.1994884910486,391
1687,sebastian-kolze-changizi,2000,181.0,104.13065326633166,199
1689,vladimir-miholjevic,1974,180.0,99.09836065573772,61
1690,javier-moreno,1984,181.0,77.28593996840442,633
1691,nuno-ribeiro,1977,170.0,42.31531531531532,222
1692,danilo-wyss,1985,176.0,66.82255389718077,603
1694,francesco-reda,1982,179.0,54.0,99
1696,christian-scaroni,1997,175.0,80.0,6
1699,andrea-pasqualon,1988,174.0,89.32727272727273,110
1701,zbigniew-spruch,1965,178.0,60.03515625,256
1702,xabier-zandio,1977,184.0,69.30097087378641,103
1703,alexandre-usov,1977,176.0,60.25384615384616,130
1705,juan-jose-de-los-angeles,1973,171.0,74.24821002386635,419
1706,fran-ventoso,1982,180.0,73.39484978540773,466
1707,vincenzo-nibali,1984,181.0,62.35190615835777,341
1709,laurens-ten-dam,1980,184.0,55.50218340611354,229
1710,jasha-sutterlin,1992,184.0,74.16666666666667,6
1711,oscar-sevilla,1976,175.0,100.10328638497651,213
1712,miguel-angel-benito,1993,181.0,66.70689655172414,348
1713,aliaksandr-kuchynski,1979,182.0,48.374015748031496,508
1714,kevin-kuhn,1998,174.0,65.5952380952381,168
1715,mikel-artetxe,1976,170.0,72.94557823129252,147
1716,nicolas-fritsch,1978,182.0,63.66019417475728,412
1718,frederic-gabriel,1970,176.0,66.19264448336253,571
1720,ivan-balykin,1990,179.0,66.85567010309278,97
1721,wim-feys,1971,191.0,88.9,110
1722,riccardo-chiarini,1984,184.0,77.4,700
1723,asbjorn-kragh-andersen,1992,182.0,71.33333333333333,441
1724,matthias-friedemann,1984,183.0,65.375,320
1726,tony-gallopin,1988,181.0,95.8358208955224,201
1728,leonardo-basso,1993,177.0,109.8695652173913,23
1730,dennis-van-winden,1987,184.0,98.29813664596271,483
1731,brian-vandborg,1981,187.0,54.50847457627118,59
1732,jose-vicente-garcia-acosta,1972,186.0,73.41025641025641,78
1733,laurent-didier,1984,189.0,81.66079295154185,227
1734,milan-dvorscik,1970,175.0,88.27536231884058,138
1735,marco-pinotti,1976,176.0,90.24324324324324,111
1737,alexis-vuillermoz,1988,173.0,100.75409836065572,366
1739,ief-verbrugghe,1975,188.0,80.26978417266187,278
1740,dainis-ozols,1966,178.0,78.53191489361703,47
1741,yohann-charpenteau,1979,185.0,100.79629629629628,162
1743,eugenio-sanchez,1999,179.0,81.4952380952381,105
1744,james-shaw,1996,179.0,98.7764705882353,85
1745,daniel-hoelgaard,1993,183.0,80.06565656565657,198
1746,bert-grabsch,1975,179.0,84.64285714285714,28
1747,christophe-laurent,1977,185.0,116.27027027027027,222
1748,julien-bernard,1992,176.0,101.83,100
1749,arnaud-demare,1991,181.0,100.97359735973598,303
1751,zbigniew-piatek,1966,185.0,95.26953125,256
1752,dominic-klemme,1986,178.0,81.02173913043478,46
1753,simone-bertoletti,1974,186.0,91.94202898550724,69
1754,jose-antonio-garrido-lima,1975,176.0,80.76,75
1756,victor-langellotti,1995,177.0,67.83737517831669,701
1759,aitor-osa,1973,176.0,61.71848739495798,238
1760,francesco-lasca,1988,180.0,78.89353612167301,526
1761,mark-cavendish,1985,175.0,52.42830882352941,544
1762,jesus-rosendo,1982,184.0,48.24705882352941,595
1763,daniel-petrov,1982,176.0,47.96743295019157,522
1765,lander-aperribay,1982,170.0,57.03061224489796,392
1766,sebastian-mora-vedri,1988,181.0,68.52959501557632,642
1767,romain-seigle,1994,169.0,74.03024574669188,529
1769,pierre-cazaux,1984,171.0,75.92370572207085,367
1770,daniele-colli,1982,179.0,47.06278713629403,653
1771,florian-senechal,1993,179.0,68.71060171919771,349
1772,julien-simon,1985,176.0,89.83443708609272,151
1773,michael-gogl,1993,186.0,45.556372549019606,408
1775,benjamin-gonzalez-noval,1979,178.0,66.72307692307692,455
1776,bart-de-clercq,1986,183.0,53.85945945945946,185
1778,laurent-lefevre,1976,180.0,65.21718377088305,419
1779,romain-feillu,1984,174.0,69.13091922005572,359
1781,manuel-quinziato,1979,185.0,64.33836858006042,331
1783,lukas-jaun,1991,180.0,58.075848303393215,501
1784,marcin-mrosek,1990,176.0,67.62271805273834,493
1787,thibault-guernalec,1997,185.0,87.3489010989011,364
1789,benny-de-schrooder,1980,173.0,83.6580459770115,348
1790,erik-zabel,1970,178.0,89.81046931407943,554
1791,enekoitz-azparren-irurzun,2002,180.0,99.77310924369748,119
1792,jakob-piil,1973,182.0,87.89148936170213,470
1794,jan-svorada-1,1968,183.0,82.60837438423646,406
1797,glenn-magnusson,1969,179.0,82.0,295
1798,stephane-poulhies,1985,185.0,42.59154929577465,568
1799,nelson-oliveira,1989,180.0,78.36065573770492,427
1800,alessandro-fedeli,1996,176.0,92.64429530201342,298
1801,soren-kragh-andersen,1994,178.0,51.48360655737705,610
1802,pieter-weening,1981,186.0,96.6875,192
1803,jan-kuyckx,1979,177.0,102.31351351351351,370
1804,lukas-nerurkar,2003,177.0,89.14285714285714,161
1805,markel-irizar,1980,182.0,98.6923076923077,13
1806,franck-renier,1974,183.0,116.06521739130434,46
1807,liam-bertazzo,1992,180.0,103.77777777777776,9
1808,lorenzo-fortunato,1996,170.0,93.17647058823528,85
1810,fernando-barcelo,1996,174.0,86.8622754491018,167
1811,german-nieto,1972,175.0,67.61989342806395,563
1812,jeroen-blijlevens,1971,172.0,79.36794582392777,443
1813,gianni-meersman,1985,177.0,86.27731092436974,238
1814,martin-rittsel,1971,178.0,91.41776937618148,529
1818,morris-possoni,1984,173.0,104.18072289156626,166
1819,gianni-moscon,1994,180.0,93.27272727272728,66
1820,david-plaza-romero,1970,179.0,85.92139737991266,229
1821,urko-berrade-fernandez,1997,184.0,96.0253456221198,434
1822,emilien-jeanniere,1998,176.0,74.96363636363637,55
1823,marco-minnaard,1989,178.0,119.1951219512195,164
1825,peter-kennaugh,1989,173.0,116.440329218107,243
1826,markus-eibegger,1984,183.0,108.23809523809524,189
1827,francesco-de-bonis,1982,179.0,101.10795454545456,352
1831,niklas-markl,1999,185.0,31.630177514792894,338
1833,jans-koerts,1969,185.0,58.0990990990991,333
1834,pavel-bittner,2002,184.0,47.50253807106599,197
1835,artem-ovechkin,1986,173.0,41.43150684931507,146
1836,josu-agirre,1981,186.0,33.77902621722846,534
1837,ludwig-de-winter,1992,187.0,54.74782608695652,115
1839,andoni-aranaga,1979,174.0,69.96103896103897,231
1840,odd-christian-eiking,1994,181.0,64.1219512195122,451
1841,floris-goesinnen,1983,182.0,44.64009111617312,439
1843,daniele-nardello,1972,181.0,85.83967391304348,368
1844,jesus-hernandez-3,1981,169.0,55.85552407932011,353
1845,carlos-canal,2001,179.0,61.98015873015873,504
1847,petr-ignatenko,1987,180.0,65.62770562770562,231
1848,francis-mourey,1980,171.0,69.92045454545455,176
1849,mathias-frank,1986,176.0,69.42897727272727,352
1852,elia-viviani,1989,178.0,73.90820584144646,719
1853,arturo-mora,1987,177.0,75.92156862745098,204
1854,francisco-navarro,1962,187.0,83.74789915966386,119
1855,andrea-piccolo,2001,181.0,68.36906854130052,569
1857,aurelien-paret-peintre,1996,184.0,99.59349593495936,123
1858,kevin-inkelaar,1997,181.0,49.69427710843374,664
1860,preben-van-hecke,1982,179.0,76.16842105263157,95
1861,tobias-halland-johannessen,1999,176.0,91.00769230769232,130
1862,uros-murn,1975,183.0,71.67375886524823,141
1863,gilles-devillers,1985,182.0,80.76294277929155,367
1864,sergei-chernetski,1990,176.0,88.3076923076923,78
1865,guillermo-garcia-janeiro,1999,175.0,74.03024574669188,529
1866,ilia-koshevoy,1991,181.0,79.0,137
1867,igor-abakoumov,1981,180.0,81.63461538461539,104
1868,mickael-buffaz,1979,175.0,75.3265306122449,392
1870,dries-de-bondt,1991,185.0,82.72911392405064,395
1871,mathieu-van-der-poel,1995,184.0,74.18139534883721,215
1872,iban-mayo,1977,176.0,95.02912621359224,103
1873,christophe-agnolutto,1969,180.0,84.06896551724138,145
1874,sjef-de-wilde,1981,189.0,65.54232804232804,378
1875,giacomo-nizzolo,1989,184.0,72.92134831460675,89
1876,matteo-trentin,1989,179.0,101.89583333333331,48
1877,guillaume-levarlet,1985,183.0,80.52836879432624,564
1878,christopher-boardman,1968,175.0,91.90395480225988,177
1880,julian-sanchez-pimienta,1980,174.0,84.85882352941177,170
1881,christophe-riblon,1981,180.0,114.1360544217687,147
1882,yoann-bagot,1987,182.0,81.65863453815261,249
1883,roman-maikin,1990,177.0,105.28571428571428,21
1886,sergio-paulinho,1980,172.0,83.24223602484471,161
1887,julian-winn,1972,180.0,79.26,150
1888,brian-bulgac,1988,189.0,88.45794392523365,214
1889,sam-oomen,1995,177.0,75.73122529644269,506
1890,giuseppe-di-grande,1973,173.0,65.02803738317758,214
1891,marco-marzano,1980,171.0,83.56294536817101,421
1892,juan-jose-cobo,1981,175.0,79.6038961038961,154
1893,christophe-edaleine,1979,177.0,79.86244541484716,458
1894,niccolo-bonifazio,1993,176.0,74.1590909090909,88
1895,francesco-manuel-bongiorno,1990,172.0,85.1082474226804,194
1896,alex-martin-gutierrez,2000,174.0,80.75438596491227,513
1897,ruben-guerreiro,1994,178.0,108.3148148148148,54
1898,ronald-mutsaars,1979,176.0,98.01063829787236,94
1899,moises-duenas,1981,173.0,84.93061224489796,245
1900,alexis-guerin,1992,176.0,116.97222222222224,108
1902,bekim-leif-christensen,1973,178.0,83.58655462184873,595
1904,kim-kirchen,1978,178.0,106.78343949044586,157
1906,andrei-solomennikov,1987,178.0,35.34957020057307,349
1907,roberto-de-patre,1988,179.0,50.51592356687898,628
1909,laurent-jalabert,1968,176.0,46.73659673659674,429
1912,rudy-molard,1989,178.0,44.47048300536672,559
1915,sebastien-turgot,1984,179.0,75.48283261802575,466
1917,bart-dockx,1981,176.0,75.39413680781759,307
1918,ben-swift,1987,179.0,92.90151515151516,264
1919,alan-banaszek,1997,181.0,65.62770562770562,231
1920,nick-ingels,1984,183.0,78.75428571428571,350
1921,bingen-fernandez-bustinza,1972,173.0,54.12459016393443,305
1923,riccardo-stacchiotti,1991,179.0,98.81111111111112,90
1924,magnus-kulset,2000,174.0,86.29795918367347,245
1925,albert-torres,1990,180.0,70.20608108108108,592
1926,alan-marangoni,1984,185.0,79.8313953488372,344
1927,romain-villa,1985,184.0,79.45806451612903,155
1928,andrii-ponomar,2002,185.0,75.18609865470852,446
1929,edward-planckaert,1995,178.0,67.66666666666667,330
1933,daniel-savini,1997,170.0,75.3265306122449,392
1934,thomas-muhlbacher,1974,180.0,89.61813186813187,364
1935,mathieu-perget,1984,176.0,98.08910891089108,101
1936,paolo-longo-borghini,1980,187.0,72.13173652694611,167
1937,bernhard-kohl,1982,172.0,94.8132118451025,439
1938,egoi-martinez,1978,181.0,49.69427710843374,664
1940,jan-boven,1972,174.0,80.44258373205741,418
1941,alessandro-verre,2001,170.0,69.61919504643963,323
1942,ivan-garcia-cortina,1995,183.0,90.95806451612904,310
1943,frank-corvers,1969,184.0,79.09330985915493,568
1944,simon-spilak,1986,176.0,68.41150442477876,226
1947,giuseppe-fonzi,1991,180.0,89.16887417218543,302
1950,jan-bakelants,1986,177.0,80.42348008385744,477
1952,massimo-strazzer,1969,177.0,98.28930817610065,159
1954,gerald-ciolek,1986,179.0,64.22782258064517,496
1955,marino-alonso,1965,181.0,89.58677685950413,121
1957,joseba-beloki,1973,178.0,93.42028985507248,207
1958,geert-omloop,1974,182.0,110.32758620689656,58
1960,juraj-sagan,1988,173.0,119.13432835820896,134
1962,fernando-grijalba,1991,176.0,75.37608318890814,577
1963,gregor-muhlberger,1994,180.0,100.74117647058824,170
1964,martin-salmon,1997,179.0,99.64044943820224,89
1965,valter-bonca,1968,172.0,94.8004987531172,401
1966,mathieu-halleguen,1988,181.0,96.6141975308642,324
1967,bart-lemmen,1995,180.0,109.96442687747036,253
1968,martijn-budding,1995,187.0,83.81453634085213,399
1971,maxime-chevalier,1999,178.0,96.51785714285714,56
1972,francesco-failli,1983,181.0,97.63945578231292,294
1974,haimar-zubeldia,1977,179.0,89.74285714285715,175
1977,oier-lazkano,1999,189.0,61.42448979591837,245
1979,christian-delle-stelle,1989,170.0,95.04676258992804,278
1983,sergio-andres-de-lis,1986,186.0,75.73122529644269,506
1984,stan-dewulf,1997,176.0,98.01063829787236,94
1988,bert-jan-lindeman,1989,180.0,43.18700787401575,508
1989,jesus-ezquerra-muela,1990,185.0,29.119266055045877,327
1990,daniel-viegas,1998,186.0,51.096,500
1992,boris-shpilevsky,1982,183.0,51.65020576131688,243
1993,vladislav-kulikov,1996,190.0,65.48249027237354,257
1995,davide-rebellin,1971,171.0,60.22790697674419,430
1996,kevin-de-mesmaeker,1991,176.0,48.829508196721314,305
1997,delio-fernandez,1986,180.0,41.17619047619048,210
1998,niki-aebersold,1972,170.0,47.91515151515152,495
1999,davide-bramati,1968,183.0,58.80709534368071,451
2001,leif-hoste,1977,185.0,67.89152542372881,295
2002,fabrizio-guidi,1972,187.0,72.04583333333333,240
2003,ondrej-cink,1990,180.0,57.65631929046563,451
2005,malcolm-elliott,1961,185.0,87.6218487394958,119
