_url,name,birth_year,height,nationality,avg_pos,num_races,BMI,continent
giuseppe-saronni,Giuseppe  Saronni,1957.0,171.0,Italy,66.74489795918367,98,22.229061933586404,Europe
simone-consonni,Simone  Consonni,1994.0,165.0,Italy,89.16887417218543,302,22.03856749311295,Europe
andre-mollet,André  Mollet,1949.0,,France,95.2457627118644,236,,Europe
oleg-klevtsov,Oleg  Klevtsov,1971.0,,Russia,98.10333333333334,600,,Europe
saulius-ruskys,Saulius  Ruškys,1974.0,,Lithuania,65.83864541832669,502,,Europe
aitor-silloniz,Aitor  Silloniz,1977.0,,Spain,96.74225122349102,613,,Europe
jan-bakelants,Jan  Bakelants,1986.0,177.0,Belgium,124.88721804511279,133,21.38593635289987,Europe
regis-roqueta,Regis  Roqueta,1956.0,,France,74.31088082901555,386,,Europe
john-herety,John  Herety,1958.0,,Great Britain,80.42348008385744,477,,Europe
germano-pierdomenico,Germano  Pierdomenico,1967.0,,Italy,83.76530612244898,196,,Europe
remig-stumpf,Remig  Stumpf,1966.0,,Germany,103.04076086956522,368,,Europe
martin-bo-johansson,Martin Bo Johansson,1969.0,,Sweden,77.8218954248366,612,,Europe
vasil-kiryienka,Vasil  Kiryienka,1981.0,182.0,Belarus,107.02857142857142,70,20.830817534114235,Europe
massimo-strazzer,Massimo  Strazzer,1969.0,177.0,Italy,76.18677042801556,257,21.705129432793896,Europe
jonathan-milan,Jonathan  Milan,2000.0,193.0,Italy,123.05729166666667,192,22.550940964858118,Europe
gerald-ciolek,Gerald  Ciolek,1986.0,179.0,Germany,98.28930817610063,159,23.40750912892856,Europe
marino-alonso,Marino  Alonso,1965.0,181.0,Spain,115.875,112,21.36686914318855,Europe
eddy-peelman,Eddy  Peelman,1947.0,,Belgium,64.22782258064517,496,,Europe
scott-thwaites,Scott  Thwaites,1990.0,178.0,Great Britain,89.58677685950413,121,22.408786769347305,Europe
joseba-beloki,Joseba  Beloki,1973.0,178.0,Spain,93.03719008264463,242,21.461936624163616,Europe
geert-omloop,Geert  Omloop,1974.0,182.0,Belgium,119.26612903225806,124,23.54788069073783,Europe
michael-reihs,Michael  Reihs,1979.0,189.0,Denmark,93.42028985507247,207,20.99605274208449,Europe
scott-mcgill,Scott  McGill,1998.0,,United States,110.32758620689656,58,,North America
juraj-sagan,Juraj  Sagan,1988.0,173.0,Slovakia,102.63636363636364,33,21.71806608974573,Europe
javier-luquin,Javier  Luquin,,,Spain,93.66745843230404,421,,Europe
mauro-finetto,Mauro  Finetto,1985.0,177.0,Italy,119.13432835820896,134,19.789970953429727,Europe
jacques-decrion,Jacques  Decrion,1961.0,,France,93.34,150,,Europe
frank-van-impe,Frank Van Impe,1955.0,,Belgium,91.51511991657976,959,,Europe
fernando-grijalba,Fernando  Grijalba,1991.0,176.0,Spain,68.83286908077994,359,19.692665289256198,Europe
roger-kindt,Roger  Kindt,1945.0,,Belgium,66.57086614173228,254,,Europe
miguel-angel-meza,Miguel Ángel  Meza,1977.0,,Mexico,75.37608318890814,577,,North America
gregor-muhlberger,Gregor  Mühlberger,1994.0,180.0,Austria,73.84593023255815,344,19.753086419753085,Europe
roger-de-cnijf,Roger De Cnijf,1956.0,,Belgium,99.48701298701299,462,,Europe
winfried-bolke,Winfried  Bölke,1941.0,,Germany,100.74117647058823,170,,Europe
nairo-quintana,Nairo  Quintana,1990.0,167.0,Colombia,87.85276073619632,163,21.15529420201513,South America
martin-salmon,Martin  Salmon,1997.0,179.0,Germany,94.45896656534954,329,18.413907181423802,Europe
carlos-mario-jaramillo,Carlos Mario  Jaramillo,1961.0,,Colombia,127.62290502793296,358,,South America
valter-bonca,Valter  Bonča,1968.0,172.0,Slovenia,99.64044943820225,89,21.29529475392104,Europe
fumiyuki-beppu,Fumiyuki  Beppu,1983.0,180.0,Japan,114.97237569060773,181,21.296296296296294,Asia
juan-pablo-valencia,Juan Pablo  Valencia,1988.0,178.0,Colombia,94.80049875311721,401,22.408786769347305,South America
mathieu-halleguen,Mathieu  Halleguen,1988.0,181.0,France,88.3019801980198,202,20.45114617990904,Europe
bart-lemmen,Bart  Lemmen,1995.0,180.0,Netherlands,113.14814814814815,27,21.54320987654321,Europe
martijn-budding,Martijn  Budding,1995.0,187.0,Netherlands,96.6141975308642,324,21.161600274528865,Europe
cedric-rossier,Cédric  Rossier,1957.0,,Switzerland,109.96442687747036,253,,Europe
alex-turrin,Alex  Turrin,1992.0,,Italy,83.81453634085213,399,,Europe
dirk-demol,Dirk  Demol,1959.0,183.0,Belgium,93.36111111111111,108,21.49959688255845,Europe
georges-claes2,Georges  Claes,1947.0,,Belgium,106.6896551724138,58,,Europe
andy-de-smet,Andy De Smet,1970.0,,Belgium,109.33333333333333,24,,Europe
udo-bolts,Udo  Bölts,1966.0,179.0,Germany,79.03964757709251,227,22.783308885490467,Europe
santiago-mesa-pietralunga,Santiago  Mesa,1997.0,,Colombia,107.90140845070422,71,,South America
maxime-chevalier,Maxime  Chevalier,1999.0,178.0,France,107.18604651162791,43,18.93700290367378,Europe
jean-philippe-rouxel,Jean-philippe  Rouxel,1966.0,,France,80.52836879432624,564,,Europe
alirio-chizabas,Jose Alirio  Chizabas,1962.0,,Colombia,96.51785714285714,56,,South America
gabriele-rampollo,Gabriele  Rampollo,1968.0,,Italy,92.7936507936508,63,,Europe
francesco-failli,Francesco  Failli,1983.0,181.0,Italy,95.63054187192118,609,19.840664204389366,Europe
jose-andres-ripoll-jover,José Andrés  Ripoll,1965.0,172.0,Spain,92.66666666666667,93,22.30935640886966,Europe
haimar-zubeldia,Haimar  Zubeldia,1977.0,179.0,Spain,97.63945578231292,294,21.22280827689523,Europe
marcos-garcia-fernandez,Marcos  García,1986.0,169.0,Spain,107.36413043478261,368,19.257028815517668,Europe
mikkel-bjerg,Mikkel  Bjerg,1998.0,190.0,Denmark,89.74285714285715,175,21.606648199445985,Europe
herve-inaudi,Herve  Inaudi,1952.0,,France,76.1417525773196,388,,Europe
alexandre-lysenko,Alexandre  Lysenko,1967.0,,Russia,113.43636363636364,220,,Europe
oier-lazkano,Oier  Lazkano,1999.0,189.0,Spain,114.18904109589042,365,20.71610537219003,Europe
iwan-schmid,Iwan  Schmid,1947.0,171.0,Switzerland,89.6676217765043,349,21.887076365377382,Europe
christian-delle-stelle,Christian Delle Stelle,1989.0,170.0,Italy,61.42448979591837,245,22.49134948096886,Europe
tom-peterson,Tom  Peterson,1986.0,180.0,United States,99.33611691022965,479,21.604938271604937,North America
geert-van-bondt,Geert Van Bondt,1970.0,180.0,Belgium,95.04676258992805,278,21.91358024691358,Europe
dean-podgornik,Dean  Podgornik,1979.0,,Slovenia,117.95970695970696,273,,Europe
bo-andre-namtvedt,Bo André  Namtvedt,1967.0,,Norway,139.18548387096774,124,,Europe
francesco-arazzi,Francesco  Arazzi,1972.0,,Italy,64.340625,320,,Europe
reto-hollenstein,Reto  Hollenstein,1985.0,197.0,Switzerland,103.26073619631902,326,20.613775155247495,Europe
clement-chevrier,Clément  Chevrier,1992.0,177.0,France,69.74454828660436,321,17.87481247406556,Europe
eugenio-alafaci,Eugenio  Alafaci,1990.0,187.0,Italy,92.06976744186046,387,22.019502988361115,Europe
patrick-clerc,Patrick  Clerc,1957.0,,France,87.51851851851852,378,,Europe
edvald-boasson-hagen,Edvald  Boasson Hagen,1987.0,180.0,Norway,139.28,75,23.148148148148145,Europe
sergio-andres-de-lis,Sergio  de Lis,1986.0,186.0,Spain,146.45,20,20.522603769221874,Europe
juan-romero-ruiz,Juan  Romero,1967.0,,Spain,137.84466019417476,103,,Europe
jorge-garcia-marin,Jorge  García,1980.0,,Spain,75.73122529644269,506,,Europe
jocelyn-jolidon,Jocelyn  Jolidon,1962.0,,Switzerland,85.45993031358886,287,,Europe
thierry-bolle,Thierry  Bolle,1953.0,,Switzerland,124.95121951219512,41,,Europe
henri-manders,Henri  Manders,1960.0,,Netherlands,98.61111111111111,36,,Europe
jay-mccarthy,Jay  McCarthy,1992.0,174.0,Australia,87.943359375,512,20.808561236623067,Oceania
jesus-maria-arambarri,Jesus Maria  Arambarri,1964.0,,Spain,92.9251968503937,508,,Europe
stan-dewulf,Stan  Dewulf,1997.0,176.0,Belgium,115.97348484848484,264,23.889462809917354,Europe
jan-van-katwijk,Jan Van Katwijk,1946.0,,Netherlands,135.16326530612244,49,,Europe
klaas-lodewyck,Klaas  Lodewyck,1988.0,180.0,Belgium,98.01063829787235,94,21.604938271604937,Europe
paolo-bettini,Paolo  Bettini,1974.0,169.0,Italy,137.09649122807016,114,20.307412205454995,Europe
noel-szostek,Noel  Szostek,1966.0,,Belgium,123.82108626198082,313,,Europe
bruno-huger,Bruno  Huger,1962.0,,France,143.93333333333334,15,,Europe
jorg-ludewig,Jörg  Ludewig,1975.0,184.0,Germany,113.11510791366906,139,22.152646502835537,Europe
cesar-solaun,César  Solaun,1970.0,,Spain,104.72619047619048,336,,Europe
maurice-le-guilloux,Maurice Le Guilloux,1950.0,,France,152.03571428571428,112,,Europe
filippo-magli2,Filippo  Magli,1999.0,,Italy,120.8,50,,Europe
chris-hamilton,Chris  Hamilton,1995.0,178.0,Australia,116.440329218107,243,22.093170054286073,Oceania
javier-pascual-rodriguez,Javier  Pascual Rodríguez,1971.0,,Spain,87.56395348837209,172,,Europe
bert-jan-lindeman,Bert-Jan  Lindeman,1989.0,180.0,Netherlands,108.31718061674009,227,21.296296296296294,Europe
jesus-ezquerra-muela,Jesús  Ezquerra,1990.0,185.0,Spain,42.128787878787875,264,19.86851716581446,Europe
daniel-viegas,Daniel  Viegas,1998.0,186.0,Portugal,43.18700787401575,508,20.23355301190889,Europe
lenny-martinez,Lenny  Martinez,2003.0,168.0,France,29.119266055045873,327,18.42403628117914,Europe
jaak-de-boever,Jaak De Boever,1937.0,,Belgium,51.096,500,,Europe
roman-kireyev,Roman  Kireyev,1987.0,177.0,Kazakhstan,31.221556886227546,334,21.06674327300584,Asia
boris-shpilevsky,Boris  Shpilevsky,1982.0,183.0,Russia,46.85141509433962,424,23.291229956104985,Europe
vladislav-kulikov,Vladislav  Kulikov,1996.0,190.0,Russia,41.80365296803653,438,21.218836565096954,Europe
eugene-plet,Eugène  Plet,1952.0,,France,51.650205761316876,243,,Europe
tim-van-dijke,Tim van Dijke,2000.0,189.0,Netherlands,65.48249027237354,257,20.71610537219003,Europe
jean-francois-pescheux,Jean-François  Pescheux,1952.0,,France,37.86807387862797,379,,Europe
davide-rebellin,Davide  Rebellin,1971.0,171.0,Italy,29.126903553299492,394,21.545090797168363,Europe
jure-pavlic,Jure  Pavlič,1963.0,,Slovenia,73.27310924369748,476,,Europe
abelardo-rondon,Abelardo  Rondon,1964.0,,Colombia,60.22790697674419,430,,South America
flavio-zandarin,Flavio  Zandarin,1975.0,,Italy,50.590062111801245,161,,Europe
diego-bittante,Diego  Bittante,1964.0,,Italy,42.024752475247524,606,,Europe
kevin-de-mesmaeker,Kevin De Mesmaeker,1991.0,176.0,Belgium,60.765957446808514,235,21.952479338842977,Europe
albert-zweifel,Albert  Zweifel,1949.0,,Switzerland,87.75392670157068,382,,Europe
delio-fernandez,Delio  Fernández,1986.0,180.0,Spain,48.829508196721314,305,21.296296296296294,Europe
pello-ruiz-cabestany,Pello  Ruíz Cabestany,1962.0,,Spain,51.54838709677419,248,,Europe
michel-lhoest,Michel  Lhoest,1947.0,,Belgium,41.17619047619048,210,,Europe
niki-aebersold,Niki  Aebersold,1972.0,170.0,Switzerland,41.97278911564626,147,20.06920415224914,Europe
davide-bramati,Davide  Bramati,1968.0,183.0,Italy,63.414538310412574,509,21.49959688255845,Europe
raymond-martin,Raymond  Martin,1949.0,169.0,France,47.915151515151514,495,21.707923392038097,Europe
tony-gakens,Tony  Gakens,1947.0,,Belgium,58.80709534368071,451,,Europe
guy-janiszewski,Guy  Janiszewski,1959.0,,Belgium,33.646365422396855,509,,Europe
leif-hoste,Leif  Hoste,1977.0,185.0,Belgium,64.87390029325513,341,23.37472607742878,Europe
luc-meersman,Luc  Meersman,1960.0,,Belgium,84.45864661654136,266,,Europe
fabrizio-guidi,Fabrizio  Guidi,1972.0,187.0,Italy,67.89152542372881,295,20.875632703251448,Europe
ondrej-cink,Ondřej  Cink,1990.0,180.0,Czech Republic,65.94196428571429,224,20.37037037037037,Europe
laurent-desbiens,Laurent  Desbiens,1969.0,,France,72.04583333333333,240,,Europe
mathias-vacek,Mathias  Vacek,2002.0,188.0,Czech Republic,57.65631929046563,451,21.22000905387053,Europe
antonio-sanchez-garcia,Antonio  Sánchez,1970.0,,Spain,69.46969696969697,396,,Europe
malcolm-elliott,Malcolm  Elliott,1961.0,185.0,Great Britain,41.21090047393365,422,22.205989773557338,Europe
patrick-muller,Patrick  Müller,1996.0,192.0,Switzerland,44.68244575936884,507,20.07378472222222,Europe
avelino-perea,Avelino  Perea,1957.0,,Spain,87.6218487394958,119,,Europe
angel-ocana,Ángel  Ocaña,1960.0,,Spain,86.6896551724138,203,,Europe
jesper-skibby,Jesper  Skibby,1964.0,188.0,Denmark,82.4013986013986,715,19.805341783612494,Europe
kvetoslav-palov,Kvetoslav  Palov,1962.0,,Czech Republic,58.79281767955801,362,,Europe
eddy-vanhaerens,Eddy  Vanhaerens,1954.0,,Belgium,66.45421245421245,546,,Europe
koen-van-rooy,Koen Van Rooy,1963.0,,Belgium,34.8608,625,,Europe
jens-veggerby,Jens  Veggerby,1962.0,,Denmark,60.98251748251748,286,,Europe
julian-andiano,Julián  Andiano,1951.0,,Spain,48.77171215880893,403,,Europe
davy-daniels,Davy  Daniels,1976.0,,Belgium,68.24657534246575,292,,Europe
efrain-rico,Efraín  Rico,1967.0,,Colombia,56.91189427312775,227,,South America
frederic-brun-2,Frederic  Brun,1988.0,189.0,France,94.47619047619048,168,20.43615800229557,Europe
ivan-gotti,Ivan  Gotti,1969.0,173.0,Italy,77.3191011235955,445,21.71806608974573,Europe
luis-pasamontes,Luis  Pasamontes,1979.0,186.0,Spain,59.48011363636363,352,20.811654526534856,Europe
johan-esteban-chaves,Esteban  Chaves,1990.0,164.0,Colombia,73.32618025751073,233,20.449137418203453,South America
matteo-jorgenson,Matteo  Jorgenson,1999.0,190.0,United States,62.785858585858584,495,19.113573407202217,North America
claudio-bortolotto,Claudio  Bortolotto,1952.0,,Italy,61.234042553191486,47,,Europe
baptiste-planckaert,Baptiste  Planckaert,1988.0,177.0,Belgium,55.09345794392523,321,20.747550193111813,Europe
carlos-ocana,Carlos  Ocaña,1951.0,,Spain,70.82558139534883,344,,Europe
bernard-chesneau,Bernard  Chesneau,1960.0,,France,56.57971014492754,276,,Europe
pascal-simon,Pascal  Simon,1956.0,,France,68.06198347107438,484,,Europe
sonny-colbrelli,Sonny  Colbrelli,1990.0,176.0,Italy,58.378531073446325,177,23.889462809917354,Europe
david-george,David  George,1976.0,177.0,South Africa,65.27124183006536,306,19.4707778735357,Africa
benoit-sinner,Benoît  Sinner,1984.0,,France,76.79411764705883,34,,Europe
ivan-mauricio-casas,Ivan Mauricio  Casas,1980.0,,Colombia,72.72894736842105,380,,South America
christophe-noppe,Christophe  Noppe,1994.0,176.0,Belgium,74.02262443438914,221,23.56663223140496,Europe
kurt-rub,Kurt  Rub,1946.0,,Switzerland,75.34210526315789,114,,Europe
marti-marquez,Martí  Márquez,1996.0,184.0,Spain,50.76589595375722,346,19.494328922495274,Europe
wouter-van-mechelen,Wouter van Mechelen,1981.0,,Belgium,56.15520282186949,567,,Europe
alessio-galletti,Alessio  Galletti,1968.0,,Italy,26.225978647686834,562,,Europe
jan-van-nueten,Jan Van Nueten,1946.0,,Belgium,74.6144578313253,83,,Europe
william-pulido,William  Pulido,1965.0,,Colombia,40.89967637540453,309,,South America
tim-ariesen,Tim  Ariesen,1994.0,182.0,Netherlands,77.89784946236558,186,21.132713440405748,Europe
charles-guilbert,Charles  Guilbert,1972.0,,France,86.68115942028986,69,,Europe
gert-joeaar,Gert  Jõeäär,1987.0,192.0,Estonia,87.21348314606742,178,22.786458333333336,Europe
luca-solari,Luca  Solari,1979.0,,Italy,101.05555555555556,72,,Europe
diego-ulissi,Diego  Ulissi,1989.0,175.0,Italy,87.71428571428571,168,20.571428571428573,Europe
mike-engleman,Mike  Engleman,1958.0,,United States,80.41624365482234,197,,North America
alex-kirsch,Alex  Kirsch,1992.0,194.0,Luxembourg,86.81132075471699,53,20.724837921139336,Europe
acacio-da-silva,Acácio da Silva,1961.0,,Portugal,64.04682274247492,299,,Europe
giovanni-bernaudeau,Giovanni  Bernaudeau,1983.0,175.0,France,47.122093023255815,172,20.244897959183675,Europe
frederik-backaert,Frederik  Backaert,1990.0,188.0,Belgium,81.35398230088495,226,22.068809416025353,Europe
leo-van-dam,Leo Van Dam,1944.0,,Belgium,77.28593996840442,633,,Europe
isaac-galvez-lopez,Isaac  Gálvez,1975.0,178.0,Spain,91.70833333333333,264,21.461936624163616,Europe
joaquim-sampaio,Joaquim Alberto Campos  Sampaio,1970.0,,Portugal,79.84516129032258,155,,Europe
kristijan-durasek,Kristijan  Đurasek,1987.0,170.0,Croatia,40.72394366197183,710,19.377162629757787,Europe
david-j-akam,David  Akam,1960.0,,Great Britain,82.36817102137768,421,,Europe
marty-jemison,Marty  Jemison,1965.0,180.0,United States,65.81111111111112,360,21.91358024691358,North America
georges-talbourdet,Georges  Talbourdet,1951.0,,France,58.018229166666664,384,,Europe
walter-ricci,Walter  Ricci,1946.0,,Italy,85.55357142857143,112,,Europe
bert-oosterbosch,Bert  Oosterbosch,1957.0,,Netherlands,53.993299832495815,597,,Europe
mikhail-andreyev,Mikhail  Andreyev,1978.0,,Kazakhstan,70.9090909090909,33,,Asia
nico-brungger,Nico  Brüngger,1988.0,176.0,Switzerland,76.90566037735849,159,20.015495867768596,Europe
corneille-daems,Corneille  Daems,1964.0,,Belgium,71.08571428571429,175,,Europe
cyril-gautier,Cyril  Gautier,1987.0,169.0,France,75.37341772151899,158,22.758306781975424,Europe
ruggero-borghi,Ruggero  Borghi,1970.0,,Italy,87.19615384615385,260,,Europe
nikolay-trusov,Nikolay  Trusov,1985.0,186.0,Russia,84.58680555555556,288,22.25690831309978,Europe
gediminas-bagdonas,Gediminas  Bagdonas,1985.0,185.0,Lithuania,96.18819188191883,271,22.79035792549306,Europe
carlos-machin,Carlos  Machin,1958.0,,Spain,70.54313099041534,313,,Europe
juan-pablo-forero,Juan Pablo  Forero,1983.0,,Colombia,77.81521739130434,184,,South America
amund-grondahl-jansen,Amund Grøndahl  Jansen,1994.0,187.0,Norway,75.39810426540285,211,23.735308416025617,Europe
philippe-gilbert,Philippe  Gilbert,1982.0,178.0,Belgium,60.64976958525346,217,23.671253629592222,Europe
paolo-colonna,Paolo  Colonna,1987.0,176.0,Italy,101.68695652173913,115,20.983987603305785,Europe
raniero-gradi,Raniero  Gradi,1960.0,,Italy,97.8125,48,,Europe
gerrit-solleveld,Gerrit  Solleveld,1961.0,183.0,Netherlands,48.692893401015226,394,27.77031263997133,Europe
mariano-martinez,Mariano  Martínez,1948.0,,France,70.80911680911682,351,,Europe
aitor-gonzalez-jimenez,Aitor  González,1975.0,177.0,Spain,81.60169491525424,236,22.024322512687924,Europe
svein-gaute-holestol,Svein  Gaute Hølestøl,1971.0,185.0,Norway,57.62247191011236,445,24.251278305332356,Europe
frantisek-padour,František  Paďour,1988.0,177.0,Czech Republic,94.24806201550388,129,18.832391713747644,Europe
riccardo-magrini,Riccardo  Magrini,1954.0,,Italy,89.16091954022988,348,,Europe
pedro-luis-diaz-zabala,Pedro Luis  Díaz,1962.0,,Spain,82.28413284132841,271,,Europe
alberto-loddo,Alberto  Loddo,1979.0,168.0,Italy,65.0398406374502,251,21.258503401360546,Europe
juan-francisco-mouron-doldan,Juan Francisco  Mouron,1984.0,,Spain,68.203125,192,,Europe
dalivier-ospina,Dalivier  Ospina,1985.0,173.0,Colombia,70.0,122,20.715693808680545,South America
dag-erik-pedersen,Dag Erik  Pedersen,1959.0,,Norway,66.64473684210526,76,,Europe
marius-mayrhofer,Marius  Mayrhofer,2000.0,182.0,Germany,72.45,160,21.132713440405748,Europe
artur-krzeszowiec,Artur  Krzeszowiec,1972.0,,Poland,75.94274028629857,489,,Europe
tom-devriendt,Tom  Devriendt,1991.0,176.0,Belgium,60.044736842105266,380,22.59814049586777,Europe
dirk-ronellenfitsch,Dirk  Ronellenfitsch,1975.0,,Germany,40.644329896907216,194,,Europe
oleg-ripa,Oleg  Ripa,1968.0,,Russia,111.26548672566372,113,,Europe
martin-kohler,Martin  Kohler,1985.0,178.0,Switzerland,111.18248175182482,137,21.777553339224845,Europe
piet-rooijakkers,Piet  Rooijakkers,1980.0,187.0,Netherlands,46.4320987654321,162,19.445794846864363,Europe
albert-van-midden,Albert van Midden,1948.0,,Netherlands,64.38914728682171,645,,Europe
jose-roberto-sierra-aguerro,José Roberto  Sierra,1967.0,,Spain,70.06537530266344,413,,Europe
stephen-cummings,Steve  Cummings,1981.0,190.0,Great Britain,64.07246376811594,276,20.221606648199447,Europe
fabio-van-den-bossche,Fabio Van den Bossche,2000.0,176.0,Belgium,64.45161290322581,341,20.33832644628099,Europe
thierry-de-groote,Thierry De Groote,1975.0,180.0,Belgium,49.033557046979865,298,21.91358024691358,Europe
nickolas-zukowsky,Nickolas  Zukowsky,1998.0,188.0,Canada,80.54724409448819,254,21.616115889542783,North America
luca-gelfi,Luca  Gelfi,1966.0,,Italy,65.46428571428571,84,,Europe
rene-haselbacher,René  Haselbacher,1977.0,181.0,Austria,43.93698175787728,603,21.06162815542871,Europe
guillaume-le-floch,Guillaume Le Floch,1985.0,180.0,France,94.5,74,20.679012345679013,Europe
imanol-ayestaran,Imanol  Ayestaran,1974.0,,Spain,68.2905982905983,117,,Europe
maxime-daniel,Maxime  Daniel,1991.0,186.0,France,99.94285714285714,105,21.389756041160826,Europe
dries-van-gestel,Dries Van Gestel,1994.0,187.0,Belgium,75.20958083832335,167,20.303697560696612,Europe
herman-frison,Herman  Frison,1961.0,,Belgium,91.51511991657976,959,,Europe
aleksey-rybalkin,Aleksey  Rybalkin,1993.0,174.0,Russia,81.5421052631579,190,19.817677368212443,Europe
vinicius-rangel-costa,Vinicius  Rangel,2001.0,178.0,Brazil,87.8733850129199,387,20.199469763918696,South America
daniel-steiger,Daniel  Steiger,1966.0,,Switzerland,72.6070796460177,565,,Europe
patrick-calcagni,Patrick  Calcagni,1977.0,174.0,Switzerland,88.51282051282051,117,21.469150482230148,Europe
xabier-usabiaga,Xabier  Usabiaga,1969.0,,Spain,86.70253164556962,158,,Europe
roy-curvers,Roy  Curvers,1979.0,188.0,Netherlands,70.92753623188406,138,20.654142145767317,Europe
robert-matwew,Robert  Matwew,1967.0,,Germany,83.9578947368421,95,,Europe
jan-poppe,Jan  Poppe,1970.0,,Belgium,75.75,120,,Europe
rik-van-ijzendoorn,Rik van IJzendoorn,1987.0,176.0,Netherlands,94.17021276595744,235,21.5650826446281,Europe
sasa-gajicic,Saša  Gajičić,1977.0,,Serbia,83.78776978417267,278,,Europe
gage-hecht,Gage  Hecht,1998.0,180.0,United States,49.573208722741434,321,22.22222222222222,North America
jose-serste,José  Sersté,1943.0,,Belgium,86.9390243902439,246,,Europe
tomasz-brozyna,Tomasz  Brożyna,1970.0,175.0,Poland,92.2394366197183,213,21.224489795918366,Europe
tomas-pettersson,Tomas  Pettersson,1947.0,186.0,Sweden,88.64864864864865,185,19.944502254595903,Europe
hector-manuel-castano,Hector Manuel  Castano,1965.0,,Colombia,94.09836065573771,183,,South America
rudy-claessens,Rudy  Claessens,1958.0,,Belgium,112.16666666666667,30,,Europe
jose-joaquin-castelblanco,José Joaquin  Castelblanco,1969.0,,Colombia,103.76543209876543,162,,South America
jeremy-maison,Jérémy  Maison,1993.0,180.0,France,76.27027027027027,296,18.827160493827158,Europe
nedo-pinori,Nedo  Pinori,1961.0,,Italy,82.12841530054645,366,,Europe
leonardo-duque,Leonardo Fabio  Duque,1980.0,170.0,France,91.48554913294798,173,20.41522491349481,Europe
juan-maria-eguiarte,Juan María  Eguiarte,1960.0,,Spain,69.98089171974522,314,,Europe
max-van-heeswijk,Max van Heeswijk,1973.0,180.0,Netherlands,70.06537530266344,413,22.530864197530864,Europe
rober-van-der-vin,Rober van der Vin,1969.0,,Netherlands,86.06896551724138,87,,Europe
francesco-ginanni,Francesco  Ginanni,1985.0,,Italy,106.87974683544304,632,,Europe
peter-huyghe,Peter  Huyghe,1965.0,,Belgium,74.14885496183206,262,,Europe
romano-tumellero,Romano  Tumellero,1948.0,,Italy,78.7,160,,Europe
danny-van-looy,Danny Van Looy,1969.0,,Belgium,94.17021276595744,235,,Europe
riccardo-minali,Riccardo  Minali,1995.0,180.0,Italy,58.018229166666664,384,22.839506172839506,Europe
johan-verstrepen,Johan  Verstrepen,1967.0,170.0,Belgium,99.24413145539906,213,22.837370242214536,Europe
christophe-le-mevel,Christophe Le Mével,1980.0,174.0,France,88.2051282051282,117,20.147971991015986,Europe
amilcare-tronca,Amilcare  Tronca,1972.0,,Italy,112.2,40,,Europe
jetse-bol,Jetse  Bol,1989.0,184.0,Netherlands,88.33910034602076,289,20.97117202268431,Europe
david-livramento,David  Livramento,1983.0,182.0,Portugal,65.87191358024691,648,16.604274846033086,Europe
tiziano-dall-antonia,Tiziano  Dall'Antonia,1983.0,184.0,Italy,92.05841924398625,291,20.6758034026465,Europe
rainer-kepplinger,Rainer  Kepplinger,1997.0,179.0,Austria,97.45,100,21.847008520333322,Europe
marcello-pavarin,Marcello  Pavarin,1986.0,178.0,Italy,73.27310924369748,476,21.461936624163616,Europe
marino-polini,Marino  Polini,1959.0,,Italy,54.00763358778626,262,,Europe
jonathan-patrick-mccarty,Jonathan Patrick  McCarty,1982.0,178.0,United States,64.19526627218934,169,21.461936624163616,North America
emil-merks,Emil  Merks,1950.0,,Germany,92.48648648648648,148,,Europe
andrey-kashechkin,Andrey  Kashechkin,1980.0,185.0,Kazakhstan,40.72394366197183,710,20.45288531775018,Asia
stefano-agostini,Stefano  Agostini,1989.0,172.0,Italy,98.4047619047619,84,20.9572742022715,Europe
peter-harings,Peter  Harings,1961.0,,Netherlands,95.52459016393442,305,,Europe
walter-planckaert,Walter  Planckaert,1948.0,,Belgium,84.0220588235294,136,,Europe
david-fernandez-domingo,David  Fernández,1977.0,,Spain,72.6070796460177,565,,Europe
stijn-steels,Stijn  Steels,1989.0,182.0,Belgium,84.130081300813,246,23.54788069073783,Europe
eric-stevens,Eric  Stevens,1960.0,,Belgium,73.89333333333333,150,,Europe
camillo-passera,Camillo  Passera,1965.0,,Italy,54.67567567567568,259,,Europe
iker-leonet,Iker  Leonet,1983.0,,Spain,66.93485342019544,614,,Europe
gerrit-glomser,Gerrit  Glomser,1975.0,183.0,Austria,40.89967637540453,309,20.00656932126967,Europe
alessandro-baronti,Alessandro  Baronti,1967.0,,Italy,86.81132075471699,53,,Europe
bjarke-schmidt-nielsen,Bjarke  Schmidt Nielsen,1976.0,,Denmark,62.148211243611584,587,,Europe
kjell-carlstrom,Kjell  Carlström,1976.0,181.0,Finland,65.375,320,21.36686914318855,Europe
axel-merckx,Axel  Merckx,1972.0,191.0,Belgium,75.39810426540285,211,21.106877552698666,Europe
angel-sanchez-rebollido,Ángel  Sánchez,1993.0,178.0,Spain,42.128787878787875,264,23.355636914530994,Europe
oleg-tchujda,Oleg Petrovitch  Chuzhda,1963.0,,Ukraine,59.32022471910113,178,,Europe
youri-sourkov,Youri  Sourkov,1970.0,,Kazakhstan,41.21090047393365,422,,Asia
amets-txurruka,Amets  Txurruka,1982.0,171.0,Spain,55.05439330543933,239,19.835162956123252,Europe
sebastian-pozo-fontivero,Sebastian  Pozo,1951.0,,Spain,65.94196428571429,224,,Europe
